catid,lat,lng,Description,Name,PHOTOURL,Opening_Hours,ADDRESSSTREETNAME
TouristAttraction,103.912187,1.300784,"With so many attractions packed into this 15-km stretch of beaches, you’ll never run out of things to do.",East Coast Park Singapore,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/east-coast-park-carousel03-rect.jpg,,Along East Coast Parkway and East Coast Park Service Road
TouristAttraction,103.846509,1.295382,"Whether you’re a history buff, music fan or nature lover, this historic landmark on a hill is full of surprises.",Fort Canning Park,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/fort-canning-park-carousel01-rect.jpg,,"Bounded by Hill Street, Canning Rise, Clemenceau Avenue and River Valley Road"
TouristAttraction,103.8605232,1.2230965,"If youâ€™re looking for local heritage off the beaten track with a good dash of nature, Kusu Island hits the spot.","Kusu Island, Singapore",UPDATING,,Kusu Island
TouristAttraction,103.706442,1.318706,"Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.","Jurong Bird Park, Singapore: Attractions & Things to Do",www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/jurong-bird-park-carousel01-rect.jpg,,2 Jurong Hill
TouristAttraction,103.799724,1.279069,Lose yourself in this dreamscape of stunning gardens that will make you forget the bustle of city.,HortPark,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/nature-wildlife/hortpark-carousel01-rect.jpg,,33 Hyderabad Road
TouristAttraction,103.8195254,1.2573388,Make a big splash at this aquatic adventure park at Resorts World™ Sentosa.,Adventure Cove Waterpark™ Singapore,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/adventure-cove-carousel01-rect.jpg,,"8 Sentosa Gateway, Sentosa Island"
TouristAttraction,103.8516,1.3029,How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.,Lasalle College of the Arts,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/lasalle-college-of-the-arts-carousel01-rect.jpg,,1 McNally Street
Monuments,103.85216,1.295594375,"Owing to its central location, the Convent of the Holy Infant Jesus was also affectionately referred to as the Town Convent in the past.",Former Convent of the Holy Infant Jesus Chapel and Caldwell House (now CHIJMES),https://roots.sg/~/media/Roots/Images/monuments/048-former-convent-of-the-holy-infant-jesus-chapel-and-caldwell-house/former-chij-and-caldwell-house-01.png,,
Monuments,103.8536909,1.30448454,Abdul Gafoor Mosque's charming architecture stands out amidst the surrounding shophouses in the historic Little India district.,Abdul Gafoor Mosque,https://roots.sg/~/media/Roots/Images/monuments/053-abdul-gafoor-mosque/abdul-gafoor-mosque-01.png,,
Monuments,103.8471534,1.280501643,"Located on Telok Ayer Street, a short walk from Thian Hock Keng, the Former Keng Teck Whay Building, and the Former Nagore Dargah, Al-Abrar Mosque is one of Singaporeâ€™s oldest mosques.",Al-Abrar Mosque,https://roots.sg/~/media/Roots/Images/monuments/058-al-abrar-mosque/al-abrar-mosque-01.png,,
Monuments,103.8432919,1.307130593,"Shielded from the bustling Orchard Road by a sprawling green lung, the Istana (‘Palace’ in Malay) is the official residence of the President of the Republic of Singapore.",The Istana and Sri Temasek,https://roots.sg/~/media/Roots/Images/monuments/039-the-istana-and-sri-temasek/the-istana-01.png,,
Monuments,103.8504252,1.28053825,"Affectionately known as Lau Pa Sat (‘Old Market’) by generations of Singaporeans, the Former Telok Ayer Market was one of Singapore’s oldest markets.",Former Telok Ayer Market (now known as Lau Pa Sat),https://roots.sg/~/media/Roots/Images/monuments/063-former-telok-ayer-market/former-telok-ayer-market-01.png,,
Monuments,103.8512591,1.289747482,Amidst the colonial buildings and skyscrapers of the Civic District rises the copper-green dome of the Former Supreme Court.,Former Supreme Court,https://roots.sg/~/media/Roots/Images/monuments/043-former-supreme-court/former-supreme-court-01.png,,
Monuments,103.8491639,1.294236311,"A stoneâ€™s throw from the Armenian Church is a century-old building that used to house Tao Nan School, the first modern Chinese school in Singapore and one of the earliest of its kind in the Straits Se",Former Tao Nan School (now The Peranakan Museum),https://roots.sg/~/media/Roots/Images/monuments/036-former-tao-nan-school/former-tao-nan-school.png,,
Monuments,103.8430438,1.286742323,The Former Ministry of Labour Building is located not far away from the Former Thong Chai Medical Institution and Tan Si Chong Su.,Former Ministry of Labour Building (now Family Justice Courts),https://roots.sg/~/media/Roots/Images/monuments/035-former-ministry-of-labour-building/former-ministry-of-labour-building-now-family-justice-courts-01.png,,
Monuments,103.8478013,1.281457101,"The Former Nagore Dargah is situated on the historic Telok Ayer Street, a short distance from Telok Ayer Chinese Methodist Church, Al-Abrar Mosque, Thian Hock Keng, and the Former Keng Teck Whay Build",Former Nagore Dargah,https://roots.sg/~/media/Roots/Images/monuments/059-former-nagore-dargah/former-nagore-dargah-01.png,,
Monuments,103.8453056,1.282517934,"Together with Jamae Mosque, Sri Mariamman Temple – Singapore’s oldest Hindu temple – is an enduring icon on South Bridge Road which is a part of Chinatown.",Sri Mariamman Temple,https://roots.sg/~/media/Roots/Images/monuments/064-sri-mariamman-temple/sri-mariamman-temple-01.png,,
Monuments,103.8559032,1.313328846,"Formerly known as Sri Narasimha Perumal Temple, Sri Srinivasa Perumal Temple is the first Hindu temple in Singapore dedicated to Sri Perumal, the Hindu deity more commonly known as Vishnu.",Sri Perumal Temple,https://roots.sg/~/media/Roots/Images/monuments/055-sri-srinivasa-perumal-temple/sri-srinivasa-perumal-temple-01.png,,
Monuments,103.8474892,1.281109555,Thian Hock Keng (‘Palace of Heavenly Happiness’) is one of Singapore’s oldest Hokkien temples.,Thian Hock Keng,https://roots.sg/~/media/Roots/Images/monuments/067-thian-hock-keng/thian-hock-keng-temple-01.png,,
Monuments,103.8512359,1.296031642,The Cathedral of the Good Shepherd is Singapore's oldest Catholic place of worship and the seat of the local Roman Catholic archbishop.,Cathedral of the Good Shepherd,https://roots.sg/~/media/Roots/Images/monuments/065-cathedral-of-the-good-shepherd/cathedral-of-the-good-shepherd-01.png,,
Monuments,103.8514224,1.287569861,"Situated at the mouth of the Singapore River, the Former Empress Place Building was an important government building in Singapore up to the 1980s.",Former Empress Place Building (now Asian Civilisations Museum),https://roots.sg/~/media/Roots/Images/monuments/042-former-empress-place-building/former-empress-place-building.png,,
Monuments,103.8341268,1.308122158,"The Tower Wing of the present-day Goodwood Park Hotel was home to the German Teutonia Club, one of the earliest European national clubs in Singapore.",Goodwood Park Hotel (Tower Block),https://roots.sg/~/media/Roots/Images/monuments/049-goodwood-park-hotel/goodwood-park-hotel-01.png,,
Monuments,103.8515209,1.288150282,In the heart of Singaporeâ€™s historic Civic District stand the magnificent Victoria Theatre and Victoria Concert Hall with the iconic clock tower.,Victoria Theatre and Concert Hall,https://roots.sg/~/media/Roots/Images/monuments/046-victoria-theatre-and-victoria-concert-hall/victoria-theatre-and-victoria-concert-hall-01.png,,
Monuments,103.8484643,1.28250191,"Not far from Former Nagore Dargah on Telok Ayer Street is Ying Fo Fui Kun, Singaporeâ€™s oldest Hakka clan association.",Ying Fo Fui Kun,https://roots.sg/~/media/Roots/Images/monuments/030-ying-fo-fui-kun/ying-fo-fui-kun-01.png,,
Monuments,103.8490743,1.293002487,The Armenian Apostolic Church of Saint Gregory the Illuminator – commonly called the Armenian Church – is Singapore's oldest Christian church,Armenian Apostolic Church of Saint Gregory the Illuminator,https://roots.sg/~/media/Roots/Images/monuments/069-armenian-apostolic-church-of-saint-gregory-the-illuminator/armenian-church-01.png,,
Monuments,103.8432425,1.298499336,"Standing out prominently from its modern surroundings, the Chinese-style Former House of Tan Yeok Nee is the sole survivor of the ‘Four Grand Mansions’ that were built by Teochew towkays (businessmen)",Former House of Tan Yeok Nee,https://roots.sg/~/media/Roots/Images/monuments/060-former-house-of-tan-yoke-nee/house-of-tan-yoke-nee-01.png,,
Monuments,103.8333301,1.280550064,"Standing beside the College of Medicine Building is a smaller, two-storey building known as Tan Teck Guan Building.",Tan Teck Guan Building,https://roots.sg/~/media/Roots/Images/monuments/024-tan-teck-guan-building/tan-teck-guan-building-01.png,,
Monuments,103.8478534,1.299331872,The Art Deco façade wall fronting the modern glass architecture of The Cathay is the remnant of what used to be Malaya’s tallest building.,Former Cathay Building (now The Cathay),https://roots.sg/~/media/Roots/Images/monuments/022-former-cathay-building/former-cathay-building-01.png,,
Monuments,103.8454341,1.287415974,"Home to the first free traditional Chinese medical clinic for the poor in Singapore, the Former Thong Chai Medical Institution testifies to the Chinese pioneersâ€™ spirit of mutual assistance and their",Former Thong Chai Medical Institution,https://roots.sg/~/media/Roots/Images/monuments/066-former-thong-chai-medical-institution/former-thong-chai-medical-institution-01.png,,
Monuments,103.8788447,1.355271227,Tou Mu Kung Temple is the oldest temple in Singapore dedicated to the Taoist deity Jiu Huang Ye (‘Nine Emperors’ or ‘Ninth Emperor’).,Tou Mu Kung Temple,https://roots.sg/~/media/Roots/Images/monuments/017-tou-mu-kung-temple/tou-mu-kung-01.png,,
Monuments,103.8512694,1.297879983,The Church of Saints Peter and Paul is one of the oldest Catholic churches in Singapore that catered to a predominantly Chinese congregation.,Church of Saints Peter and Paul,https://roots.sg/~/media/Roots/Images/monuments/021-church-of-st-peter-and-st-paul/church-of-st-peter-and-st-paul-01.png,,
Monuments,103.8408565,1.293303497,"Hong San See (‘Temple on Phoenix Hill’), perched on the side of Institution Hill off Mohamed Sultan Road, was established by Hokkien immigrants from Nan’an (or Lam Ann) County in Fujian Province, Chin",Hong San See,https://roots.sg/~/media/Roots/Images/monuments/056-hong-san-see/hong-san-see-01.png,,
Monuments,103.8014256,1.325110804,The Chinese High School Clock Tower Building is the icon of the oldest Chinese-medium high school in Singapore and has been a visual landmark of Bukit Timah Road since its completion.,Chinese High School Clock Tower,https://roots.sg/~/media/Roots/Images/monuments/028-chinese-high-school-clock-tower-building/chinese-high-school-clock-tower-building-01.png,,
Monuments,103.860107,1.302421,Within the historic district of Kampong Gelam lies Istana Kampong Gelam ('Gelam Village Palace').,Istana Kampong Gelam,https://roots.sg/~/media/Roots/Images/monuments/001-istana-kampong-gelam/istana-kampong-gelam-06.jpg,,
Monuments,103.851051,1.297259,Saint Joseph's Institution is the oldest Catholic boys' school in Singapore and was founded by the Christian Brothers (formally known as the Institute of the Brothers of the Christian Schools),Former Saint Joseph's Institution (now Singapore Art Museum),https://roots.sg/~/media/Roots/Images/monuments/041-former-saint-josephs-institution/former-saint-josephs-institution-01.png,,
Monuments,103.850833,1.289117,Tucked away in a corner near the Padang is a beautiful structure that once housed the Attorney-General's Chambers.,Former Attorney-Generals Chambers (now Parliament House Block C),https://roots.sg/~/media/Roots/Images/monuments/040-former-attorney-generals-chambers/former-attorney-generals-chambers-01.png,,
Monuments,103.683124,1.348315,"Nanyang University, affectionately known as Nantah, was the first Chinese-language university in Southeast Asia and the second university in Singapore.","Former Nanyang University Library and Administration Building, Memorial and Arch",https://roots.sg/~/media/Roots/Images/monuments/029-former-nanyang-university-library-and-administration-building-memorial-and-arch/nanyang-university-library.png,,
Monuments,103.8982177,1.373625931,The Church of the Nativity of the Blessed Virgin Mary is one of the earliest Catholic churches built in the suburbs of Singapore.,Church of the Nativity of the Blessed Virgin Mary,https://roots.sg/~/media/Roots/Images/monuments/018-church-of-the-nativity-of-the-blessed-virgin-mary/church-of-the-nativity-of-the-blessed-virgin-mary-1.png,,
Monuments,103.8511097,1.301714219,"Prinsep Street Presbyterian Church is one of Singapore’s oldest Presbyterian churches. Its unique façade stands out from the modern buildings surrounding it, serving as a reminder of the contributions",Prinsep Street Presbyterian Church,https://roots.sg/~/media/Roots/Images/monuments/027-prinsep-street-presbyterian-church/prinsep-street-presbyterian-church-02.png,,
Monuments,103.8151312,1.30478978,"Saint Georgeâ€™s Church is situated in the quiet environs off Minden Road, a short distance from the bustling shopping district of Orchard Road.",St. George's Church,https://roots.sg/~/media/Roots/Images/monuments/054-st-georges-church/st-georges-church-01.png,,
Monuments,103.8531521,1.298358197,Saint Josephâ€™s Church on Victoria Street was the headquarters of the Portuguese Mission in Singapore.,St Joseph's Church,https://roots.sg/~/media/Roots/Images/monuments/019-st-josephs-church/st-josephs-church.png,,
Monuments,103.843195,1.294261,"Sri Thendayuthapani Temple, commonly referred to as the Chettiars’ Temple, is one of Singapore’s oldest Hindu temples dedicated to Murugan, the Hindu deity who is also known as Sri Thendayuthapani.",Sri Thendayuthapani Temple,https://roots.sg/~/media/Roots/Images/monuments/004-sri-thendayuthapani-temple/sri-thendayuthapani-temple-02.png,,
Monuments,103.870358,1.332938,Alkaff Upper Serangoon Mosque was constructed by the mercantile and landowning Alkaff family to serve the spiritual needs of the local Muslim community at large.,Alkaff Upper Serangoon Mosque,https://roots.sg/~/media/Roots/Images/monuments/003-alkaff-upper-serangoon-mosque/alkaff-upper-serangoon-mosque-02.png,,
Monuments,103.742211,1.328984,"On a hill overlooking Jurong estate, Jurong Town Hall once served as the headquarters of Jurong Town Corporation (JTC, presently JTC Corporation).",Jurong Town Hall,https://roots.sg/~/media/Roots/Images/monuments/002-jurong-town-hall/01-jurong-town-hall.png,,
Monuments,103.769162,1.352943,"Built atop a little hill, the Former Ford Factory has been a visual landmark in Bukit Timah since its completion in 1941.",Former Ford Factory (now Memories at Old Ford Factory),https://roots.sg/~/media/Roots/Images/monuments/016-former-ford-factory/former-ford-factory-01.png,,
Monuments,103.816846,1.318323,"Located next to the Singapore Botanic Gardens, the Former Raffles College is well hidden from the public eye.",Former Raffles College (now NUS Campus at Bukit Timah),https://roots.sg/~/media/Roots/Images/monuments/014-former-raffles-college/former-raffles-college-01.png,,
Monuments,103.836289,1.280736,Amidst the modern blocks in the sprawling compound of Singapore General Hospital stands a Neoclassical building with its distinctive clock tower.,Bowyer Block,https://roots.sg/~/media/Roots/Images/monuments/013-bowyer-block/bowyer-block-01.png,,
Monuments,103.827888,1.272781,"Standing atop a little hill, the Church of Saint Teresa was originally constructed for the spiritual needs of the Hokkien-speaking Catholics living in the town area.",Church of St Teresa,https://roots.sg/~/media/Roots/Images/monuments/012-church-of-st-teresa/church-of-st-teresa-01.png,,
Monuments,103.824848,1.264685,The Former Saint James Power Station was the first coal-fired power station on the island.,Former St James Power Station,https://roots.sg/~/media/Roots/Images/monuments/011-former-st-james-power-station/st-james-power-station-01.png,,
Monuments,103.8478,1.281146,"Once home to one of Singapore's oldest self-help organisations, the Former Keng Teck Whay Building is situated next to Thian Hock Keng, and is a short walk from Al-Abrar Mosque and the Former Nagore D",Former Keng Teck Whay Building,https://roots.sg/~/media/Roots/Images/monuments/015-former-keng-teck-whay-building/former-keng-teck-whay-building.png,,
Monuments,103.819148,1.325597,"The stately Former Command House is located near Bukit Timah Road, a major road constructed during the mid-nineteenth century and one of the last defences against the invading Japanese troops in 1942.",Former Command House,https://roots.sg/~/media/Roots/Images/monuments/010-former-command-house/former-command-house-01.png,,
Monuments,103.84897,1.276201,"The Former Singapore Conference Hall and Trade Union House was constructed to house the headquarters of the National Trades Union Congress (NTUC) as the fulfilment of an election promise, as well as t",Former Singapore Conference Hall and Trade Union House (now Singapore Conference Hall),https://roots.sg/~/media/Roots/Images/monuments/008-former-singapore-conference-hall-and-trade-union-house/former-singapore-conference-hall-and-trade-union-house-01.png,,
Monuments,103.853389,1.289684,"Prior to the first land reclamation in 1843, the original shoreline of Singapore ran across the present Padang.",Esplanade Park Memorials,https://roots.sg/~/media/Roots/Images/monuments/009-esplanade-park-memorials/esplanade-park-memorial-tan-kim-seng-fountain.png,,
Monuments,103.8369,1.272797,The Former Tanjong Pagar Railway Station was previously the southernmost terminal station of the Federated Malay States Railways.,Former Tanjong Pagar Railway Station,https://roots.sg/~/media/Roots/Images/monuments/007-tanjong-pagar-railway-station/tanjong-pagar-railway-station-03.png,,
Monuments,103.854717,1.292883,"Not far from the Esplanade Park Memorials stands the Civilian War Memorial, the first memorial in Singapore dedicated to the civilian victims of the Japanese Occupation (1942â€“1945).",Civilian War Memorial,https://roots.sg/~/media/Roots/Images/monuments/006-civilian-war-memorial/civilian-war-memorial-01.png,,
Monuments,103.890715,1.305363,"As one of Singaporeâ€™s oldest Chinese high schools, Chung Cheng High School was among the firsts to make higher education accessible to Chinese youth.",Chung Cheng High School (Main) Administration Building and Entrance Arch,https://roots.sg/~/media/Roots/Images/monuments/005-chung-cheng-high-school-main-administration-building-and-entrance-arch/01-chung-cheng-high-school.png,,
Monuments,103.8560707,1.303210541,The Church of our Lady of Lourdes,Church of Our Lady of Lourdes,https://roots.sg/~/media/Roots/Images/monuments/020-church-of-our-lady-of-lourdes/church-of-our-lady-of-lourdes.png,,
Monuments,103.8245445,1.447377772,"Surrounded by several ancillary buildings and facilities on a sprawling estate, the Former Admiralty House used to accommodate key military commanders based in Singapore. It bears testimony to the for",Former Admiralty House,https://roots.sg/~/media/Roots/Images/monuments/026-former-admiralty-house/former-admiralty-house-01.png,,
Monuments,103.8482727,1.290884559,"Nicknamed the ‘Police Skyscraper’ in the past, the Former Hill Street Police Station is prominently located at the junction of Hill Street and River Valley Road.",Former Hill Street Police Station,https://roots.sg/~/media/Roots/Images/monuments/033-former-hill-street-police-station/former-hill-street-police-station-01.png,,
Monuments,103.8508036,1.288749609,The Former Parliament House is likely to be the oldest surviving building in Singapore.,Former Parliament House and Annex Building (now The Arts House),https://roots.sg/~/media/Roots/Images/monuments/045-former-parliament-house-and-annex-building/former-parliament-house-and-annex-building.png,,
Monuments,103.8542744,1.294934986,Raffles Hotel is one of the most well-known luxury hotels in Singapore and the oldest surviving establishment of its kind on the island.,Raffles Hotel,https://roots.sg/~/media/Roots/Images/monuments/051-raffles-hotel/raffles-hotel-01.png,,
Monuments,103.848486,1.296661822,"With its wide faรงade and large dome, the National Museum of Singapore has been a prominent landmark on Stamford Road for over a century.",National Museum of Singapore,https://roots.sg/~/media/Roots/Images/monuments/044-national-museum-of-singapore/national-museum-of-singapore-03.jpg,,
Monuments,103.8472533,1.328134534,Sun Yat-sen Nanyang Memorial Hall is one of the few surviving examples of villas that were once common sights in British Singapore.,Former Sun Yat Sen Villa (now Sun Yat Sen Nanyang Memorial Hall),https://roots.sg/~/media/Roots/Images/monuments/038-former-sun-yat-sen-villa/former-sun-yat-sen-villa.png,,
Monuments,103.8593641,1.302540103,"Formerly the royal mosque of the Sultan of Johor, Sultan Mosque represents the solidarity and unity of Muslims in Singapore.",Sultan Mosque,https://roots.sg/~/media/Roots/Images/monuments/057-sultan-mosque/sultan-mosque-01.png,,
Monuments,103.8505995,1.298273205,"Located in the former Jewish neighbourhood, Maghain Aboth Synagogue is the oldest surviving synagogue not only in Singapore, but also in Southeast Asia. It is one of Singaporeâ€™s two synagogues, the ot",Maghain Aboth Synagogue,https://roots.sg/~/media/Roots/Images/monuments/034-maghain-aboth-synagogue/maghain_aboth_synagogue_01.png,,
Monuments,103.8521927,1.292188356,Saint Andrew's Cathedral is Singaporeâ€™s oldest surviving Anglican place of worship and is the seat of the Anglican bishop of Singapore.,St. Andrew's Cathedral,https://roots.sg/~/media/Roots/Images/monuments/070-saint-andrews-cathedral/st-andrews-cathedral-01.png,,
Monuments,103.84292,1.289095571,The history of Tan Si Chong Su (‘Ancestral Hall of the Tan Clan’) is inextricably linked to the influx of Chinese immigrants into Singapore during the late nineteenth century.,Tan Si Chong Su,https://roots.sg/~/media/Roots/Images/monuments/061-tan-si-chong-su/tan-si-chong-su-01.png,,
Monuments,103.8426639,1.297256922,"Chesed-El Synagogue on Oxley Rise is one of two synagogues in Singapore, the other being Maghain Aboth Synagogue on Waterloo Street.",Chesed-El Synagogue,https://roots.sg/~/media/Roots/Images/monuments/031-chesed-el-synagogue/chesed-el-synagogue-01.png,,
Monuments,103.8491889,1.292154101,The Central Fire Station is the oldest surviving fire station in Singapore.,Central Fire Station,https://roots.sg/~/media/Roots/Images/monuments/032-central-fire-station/central-fire-station-01.png,,
Monuments,103.851837,1.290885802,"Located in the heart of the Civic District, the Former City Hall served as an important government office in Singapore.",Former City Hall,https://roots.sg/~/media/Roots/Images/monuments/047-former-city-hall/former-city-hall-01.png,,
Monuments,103.8341767,1.280845791,"The College of Medicine Building is located at the rear of the Singapore General Hospitalâ€™s compound, next to Tan Teck Guan Building.",College of Medicine Building,https://roots.sg/~/media/Roots/Images/monuments/025-college-of-medicine-building/college-of-medicine-building-01.png,,
Monuments,103.8469914,1.278473606,"Originally known as the Chinese Methodist Church, Telok Ayer Chinese Methodist Church was the first church established to cater exclusively to the spiritual needs of the Chinese Methodist community in",Telok Ayer Chinese Methodist Church,https://roots.sg/~/media/Roots/Images/monuments/050-telok-ayer-chinese-methodist-church/telok-ayer-chinese-methodist-church-01.png,,
Monuments,103.8628607,1.302888968,"Hajjah Fatimah Mosque is one of the oldest mosques in Singapore, a rare example of one named after a woman.",Hajjah Fatimah Mosque,https://roots.sg/~/media/Roots/Images/monuments/068-hajjah-fatimah-mosque/hajjah-fatimah-mosque-01.png,,
Monuments,103.8453379,1.283200368,"Like the nearby Sri Mariamman Temple, Jamae Mosque has been a familiar landmark on South Bridge Road since the mid-nineteenth century.",Jamae Mosque,https://roots.sg/~/media/Roots/Images/monuments/062-jamae-mosque/jamae-mosque-01.png,,
Monuments,103.8461263,1.299208616,"Located not far from the Istana and the Former Cathay Building, MacDonald House has a relatively plain and unadorned faรงade that does not appear to be exceptionally striking.",MacDonald House,https://roots.sg/~/media/Roots/Images/monuments/023-macdonald-house/macdonald-house-01.png,,
Monuments,103.8573425,1.330344903,The traditional architecture of Lian Shan Shuang Lin Monastery – or ‘Twin Grove Monastery on Lotus Hill’ – stands out amidst the modern high-rise apartment blocks in the Toa Payoh neighbourhood.,Former Siong Lim Temple (now Lian Shan Shuang Lin Monastery),https://roots.sg/~/media/Roots/Images/monuments/052-former-siong-lim-temple/lian-shan-shuang-lin-monastery-01.png,,
